ID,probability
TEST_00000,0.0016366819498900868
TEST_00001,0.00527604481876391
TEST_00002,0.16131606023307893
TEST_00003,0.10751777843222962
TEST_00004,0.5073806774965376
TEST_00005,0.12103247578584331
TEST_00006,0.45752837016340564
TEST_00007,0.37070601709436046
TEST_00008,0.2741529220166331
TEST_00009,0.0015492070190504552
TEST_00010,0.04781633940148625
TEST_00011,0.46891902430233334
TEST_00012,0.36881469798834915
TEST_00013,0.39202538781549323
TEST_00014,0.31858328600206554
TEST_00015,0.0035502816141710506
TEST_00016,0.22433852340731641
TEST_00017,0.3690384637557798
TEST_00018,0.20005907782197285
TEST_00019,0.6320927512207428
TEST_00020,0.25190446546482614
TEST_00021,0.39869239233243625
TEST_00022,0.26578193138154504
TEST_00023,0.20704773927433412
TEST_00024,0.40623251111148295
TEST_00025,0.0019698753692946754
TEST_00026,0.11422425072009507
TEST_00027,0.4485527362936844
TEST_00028,0.17621345489371695
TEST_00029,0.19401097382988097
TEST_00030,0.45102071450979864
TEST_00031,0.1900441640434783
TEST_00032,0.16120875409909605
TEST_00033,0.16652765035711298
TEST_00034,0.40881262977032495
TEST_00035,0.00155249555024353
TEST_00036,0.13271882339552532
TEST_00037,0.30734929474879435
TEST_00038,0.24151900291091025
TEST_00039,0.0033092167455770504
TEST_00040,0.1828231435763209
TEST_00041,0.14825015769142236
TEST_00042,0.3037204900999608
TEST_00043,0.30157511309022256
TEST_00044,0.31972236155330547
TEST_00045,0.5184073172755677
TEST_00046,0.5190134764940908
TEST_00047,0.22696440675717677
TEST_00048,0.13312605134021432
TEST_00049,0.39548661665540075
TEST_00050,0.2640273869865918
TEST_00051,0.1584824664343869
TEST_00052,0.11938574500428684
TEST_00053,0.574930020307476
TEST_00054,0.0010794499247811199
TEST_00055,0.4111904128229771
TEST_00056,0.3113218307113028
TEST_00057,0.2146223396204966
TEST_00058,0.4918698729027916
TEST_00059,0.1851722398397047
TEST_00060,0.009741989194806054
TEST_00061,0.17076513080584005
TEST_00062,0.3389639404808047
TEST_00063,0.3357096239012002
TEST_00064,0.21326859209424065
TEST_00065,0.004136128322562537
TEST_00066,0.2730580410981309
TEST_00067,0.19426821816419898
TEST_00068,0.29074473878175344
TEST_00069,0.4726642068279725
TEST_00070,0.386367657556413
TEST_00071,0.35150281011347934
TEST_00072,0.22372172484201314
TEST_00073,0.2421469793684948
TEST_00074,0.1441312333019743
TEST_00075,0.260559018741758
TEST_00076,0.022169365995550402
TEST_00077,0.007024868730700887
TEST_00078,0.11758914582811336
TEST_00079,0.21253055244180963
TEST_00080,0.3560026209475695
TEST_00081,0.0016586385763038187
TEST_00082,0.20377741702401586
TEST_00083,0.18081164181485848
TEST_00084,0.43122599855239013
TEST_00085,0.3835109787158678
TEST_00086,0.0014977054522462728
TEST_00087,0.3864067018340661
