ID,probability
TEST_00000,0.0013455342219215077
TEST_00001,0.006848246626009252
TEST_00002,0.16091176635536314
TEST_00003,0.10819264842216321
TEST_00004,0.5089205620292216
TEST_00005,0.1215720752622443
TEST_00006,0.45653011412568845
TEST_00007,0.36113393263996296
TEST_00008,0.2689951274844399
TEST_00009,0.002202175705049369
TEST_00010,0.04764048851029091
TEST_00011,0.46437895503181936
TEST_00012,0.3672286429162749
TEST_00013,0.40103179725346155
TEST_00014,0.30957836952192636
TEST_00015,0.003810405754583105
TEST_00016,0.22082214537636266
TEST_00017,0.36281384308325193
TEST_00018,0.20384670089432283
TEST_00019,0.626111149873031
TEST_00020,0.24875967359035528
TEST_00021,0.39728227631061347
TEST_00022,0.2681974968095139
TEST_00023,0.20515454670314975
TEST_00024,0.40532887079378055
TEST_00025,0.0029725387749128824
TEST_00026,0.11954288821423992
TEST_00027,0.4563688615488287
TEST_00028,0.1790151875395095
TEST_00029,0.19345348824679856
TEST_00030,0.45468098993924877
TEST_00031,0.1900421983810967
TEST_00032,0.15893610543787384
TEST_00033,0.16682561360217837
TEST_00034,0.4077868762948411
TEST_00035,0.0012805989048285684
TEST_00036,0.1277590501391806
TEST_00037,0.3139413274731592
TEST_00038,0.24613796804270058
TEST_00039,0.0033579359059894773
TEST_00040,0.18312685358731534
TEST_00041,0.14185772665842034
TEST_00042,0.3020697186503474
TEST_00043,0.3037393645924936
TEST_00044,0.3137701894593746
TEST_00045,0.4968477845524487
TEST_00046,0.5171773128846329
TEST_00047,0.22093531028842983
TEST_00048,0.13159843201388163
TEST_00049,0.3958103831698574
TEST_00050,0.2584262141234027
TEST_00051,0.1660033537189753
TEST_00052,0.11918645294909534
TEST_00053,0.5763488017676963
TEST_00054,0.000991873944187433
TEST_00055,0.4062381583318262
TEST_00056,0.31555745232984533
TEST_00057,0.21462170824984417
TEST_00058,0.4994576553861189
TEST_00059,0.1909110103932718
TEST_00060,0.011616161307785736
TEST_00061,0.1713100893906932
TEST_00062,0.3338033321047794
TEST_00063,0.3336147327196676
TEST_00064,0.21543842159778062
TEST_00065,0.002287569624395134
TEST_00066,0.27383612521952294
TEST_00067,0.18861355385871148
TEST_00068,0.2940821793313967
TEST_00069,0.4733567086677021
TEST_00070,0.38439844754956587
TEST_00071,0.35940399766419495
TEST_00072,0.22439206611879148
TEST_00073,0.24430899374289974
TEST_00074,0.14611724861832848
TEST_00075,0.25827796567227757
TEST_00076,0.020626501484599484
TEST_00077,0.002913616670663738
TEST_00078,0.1184337489108871
TEST_00079,0.2195297427151845
TEST_00080,0.3533927145997877
TEST_00081,0.002612628633889628
TEST_00082,0.20470609660899752
TEST_00083,0.17688631255823412
TEST_00084,0.43447444726008544
TEST_00085,0.37936610099080925
TEST_00086,0.0022392238683582918
TEST_00087,0.3814205476971174
TEST_00088,0.10409142701159485
TEST_00089,0.3788398307183244
TEST_00090,0.24759781524450553
TEST_00091,0.09457734064109946
TEST_00092,0.38226651187103383
TEST_00093,0.5508156446379338
TEST_00094,0.0010874557359048071
TEST_00095,0.00293046738933953
TEST_00096,0.45750197215138394
TEST_00097,0.10875625079988924
TEST_00098,0.37993836155023
TEST_00099,0.27525480653384704
TEST_00100,0.11783384546837931
TEST_00101,0.19017028724672802
TEST_00102,0.3892765928861732
TEST_00103,0.28762637838035393
TEST_00104,0.36226057589277205
TEST_00105,0.49305031954236617
TEST_00106,0.26847836322623003
TEST_00107,0.0013583038227281048
TEST_00108,0.331081507192035
TEST_00109,0.0011761188359419258
TEST_00110,0.4172789118906836
TEST_00111,0.40176814981726444
TEST_00112,0.019846473036532912
TEST_00113,0.372972146247842
TEST_00114,0.1693381206144416
TEST_00115,0.3920191473776459
TEST_00116,0.008157020351268201
TEST_00117,0.4647686031973289
TEST_00118,0.33485241861280474
TEST_00119,0.1497824289436374
TEST_00120,0.0020364212726239166
TEST_00121,0.0013836434734210065
TEST_00122,0.31414451510171515
TEST_00123,0.49659698853136547
TEST_00124,0.4167408080260432
TEST_00125,0.2919906700203856
TEST_00126,0.007192194375986105
TEST_00127,0.06658550591522996
